week,agent_role,action,reward,done,policy_type,model_name,tool_order,llm_order,difference,consensus_gap,state_json,next_state_json,info_json
8,Retailer,64,-852.59,False,llm,Qwen/Qwen3-4B,,64,,12,"{""inventory"": 12, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 56, ""current_week"": 8, ""lead_time"": 2}","{""inventory"": 10, ""backlog"": 0, ""incoming_shipments"": 24, ""pipeline_inventory"": 24, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 8, ""lead_time"": 2}","{""cost"": 676.0, ""bullwhip"": 105.9, ""negotiation_proposals"": null}"
8,Wholesaler,56,-852.59,False,llm,Qwen/Qwen3-4B,,56,,12,"{""inventory"": 0, ""backlog"": 188, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 8, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 234, ""incoming_shipments"": 54, ""pipeline_inventory"": 54, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 8, ""lead_time"": 2}","{""cost"": 676.0, ""bullwhip"": 105.9, ""negotiation_proposals"": null}"
8,Distributor,56,-852.59,False,llm,Qwen/Qwen3-4B,,56,,12,"{""inventory"": 0, ""backlog"": 86, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 56, ""last_order"": 48, ""current_week"": 8, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 98, ""incoming_shipments"": 84, ""pipeline_inventory"": 84, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 8, ""lead_time"": 2}","{""cost"": 676.0, ""bullwhip"": 105.9, ""negotiation_proposals"": null}"
8,Factory,52,-852.59,False,llm,Qwen/Qwen3-4B,,52,,12,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 60, ""pipeline_inventory"": 60, ""last_customer_demand"": 48, ""last_order"": 40, ""current_week"": 8, ""lead_time"": 2}","{""inventory"": 2, ""backlog"": 0, ""incoming_shipments"": 70, ""pipeline_inventory"": 70, ""last_customer_demand"": 56, ""last_order"": 52, ""current_week"": 8, ""lead_time"": 2}","{""cost"": 676.0, ""bullwhip"": 105.9, ""negotiation_proposals"": null}"
9,Retailer,56,-1101.8885416666667,False,llm,Qwen/Qwen3-4B,,56,,14,"{""inventory"": 10, ""backlog"": 0, ""incoming_shipments"": 24, ""pipeline_inventory"": 24, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 9, ""lead_time"": 2}","{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 56, ""current_week"": 9, ""lead_time"": 2}","{""cost"": 876.0, ""bullwhip"": 108.88541666666667, ""negotiation_proposals"": null}"
9,Wholesaler,42,-1101.8885416666667,False,llm,Qwen/Qwen3-4B,,42,,14,"{""inventory"": 0, ""backlog"": 234, ""incoming_shipments"": 54, ""pipeline_inventory"": 54, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 9, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 288, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 56, ""last_order"": 42, ""current_week"": 9, ""lead_time"": 2}","{""cost"": 876.0, ""bullwhip"": 108.88541666666667, ""negotiation_proposals"": null}"
9,Distributor,56,-1101.8885416666667,False,llm,Qwen/Qwen3-4B,,56,,14,"{""inventory"": 0, ""backlog"": 98, ""incoming_shipments"": 84, ""pipeline_inventory"": 84, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 9, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 118, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 42, ""last_order"": 56, ""current_week"": 9, ""lead_time"": 2}","{""cost"": 876.0, ""bullwhip"": 108.88541666666667, ""negotiation_proposals"": null}"
9,Factory,52,-1101.8885416666667,False,llm,Qwen/Qwen3-4B,,52,,14,"{""inventory"": 2, ""backlog"": 0, ""incoming_shipments"": 70, ""pipeline_inventory"": 70, ""last_customer_demand"": 56, ""last_order"": 52, ""current_week"": 9, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 24, ""incoming_shipments"": 92, ""pipeline_inventory"": 92, ""last_customer_demand"": 56, ""last_order"": 52, ""current_week"": 9, ""lead_time"": 2}","{""cost"": 876.0, ""bullwhip"": 108.88541666666667, ""negotiation_proposals"": null}"
10,Retailer,64,-1159.5558035714284,False,llm,Qwen/Qwen3-4B,,64,,12,"{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 56, ""current_week"": 10, ""lead_time"": 2}","{""inventory"": 18, ""backlog"": 0, ""incoming_shipments"": 54, ""pipeline_inventory"": 54, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 10, ""lead_time"": 2}","{""cost"": 922.0, ""bullwhip"": 115.55803571428571, ""negotiation_proposals"": null}"
10,Wholesaler,56,-1159.5558035714284,False,llm,Qwen/Qwen3-4B,,56,,12,"{""inventory"": 0, ""backlog"": 288, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 56, ""last_order"": 42, ""current_week"": 10, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 300, ""incoming_shipments"": 84, ""pipeline_inventory"": 84, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 10, ""lead_time"": 2}","{""cost"": 922.0, ""bullwhip"": 115.55803571428571, ""negotiation_proposals"": null}"
10,Distributor,56,-1159.5558035714284,False,llm,Qwen/Qwen3-4B,,56,,12,"{""inventory"": 0, ""backlog"": 118, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 42, ""last_order"": 56, ""current_week"": 10, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 112, ""incoming_shipments"": 72, ""pipeline_inventory"": 72, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 10, ""lead_time"": 2}","{""cost"": 922.0, ""bullwhip"": 115.55803571428571, ""negotiation_proposals"": null}"
10,Factory,52,-1159.5558035714284,False,llm,Qwen/Qwen3-4B,,52,,12,"{""inventory"": 0, ""backlog"": 24, ""incoming_shipments"": 92, ""pipeline_inventory"": 92, ""last_customer_demand"": 56, ""last_order"": 52, ""current_week"": 10, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 40, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 56, ""last_order"": 52, ""current_week"": 10, ""lead_time"": 2}","{""cost"": 922.0, ""bullwhip"": 115.55803571428571, ""negotiation_proposals"": null}"
11,Retailer,64,-1302.05625,False,llm,Qwen/Qwen3-4B,,64,,12,"{""inventory"": 18, ""backlog"": 0, ""incoming_shipments"": 54, ""pipeline_inventory"": 54, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 11, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 11, ""lead_time"": 2}","{""cost"": 1036.0, ""bullwhip"": 120.5625, ""negotiation_proposals"": null}"
11,Wholesaler,56,-1302.05625,False,llm,Qwen/Qwen3-4B,,56,,12,"{""inventory"": 0, ""backlog"": 300, ""incoming_shipments"": 84, ""pipeline_inventory"": 84, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 11, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 328, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 11, ""lead_time"": 2}","{""cost"": 1036.0, ""bullwhip"": 120.5625, ""negotiation_proposals"": null}"
11,Distributor,56,-1302.05625,False,llm,Qwen/Qwen3-4B,,56,,12,"{""inventory"": 0, ""backlog"": 112, ""incoming_shipments"": 72, ""pipeline_inventory"": 72, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 11, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 136, ""incoming_shipments"": 92, ""pipeline_inventory"": 92, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 11, ""lead_time"": 2}","{""cost"": 1036.0, ""bullwhip"": 120.5625, ""negotiation_proposals"": null}"
11,Factory,52,-1302.05625,False,llm,Qwen/Qwen3-4B,,52,,12,"{""inventory"": 0, ""backlog"": 40, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 56, ""last_order"": 52, ""current_week"": 11, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 44, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 56, ""last_order"": 52, ""current_week"": 11, ""lead_time"": 2}","{""cost"": 1036.0, ""bullwhip"": 120.5625, ""negotiation_proposals"": null}"
12,Retailer,64,-1428.521875,False,llm,Qwen/Qwen3-4B,,64,,8,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 12, ""lead_time"": 2}","{""inventory"": 56, ""backlog"": 0, ""incoming_shipments"": 84, ""pipeline_inventory"": 84, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 12, ""lead_time"": 2}","{""cost"": 1144.0, ""bullwhip"": 125.21875, ""negotiation_proposals"": null}"
12,Wholesaler,56,-1428.521875,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 328, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 12, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 344, ""incoming_shipments"": 72, ""pipeline_inventory"": 72, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 12, ""lead_time"": 2}","{""cost"": 1144.0, ""bullwhip"": 125.21875, ""negotiation_proposals"": null}"
12,Distributor,56,-1428.521875,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 136, ""incoming_shipments"": 92, ""pipeline_inventory"": 92, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 12, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 152, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 12, ""lead_time"": 2}","{""cost"": 1144.0, ""bullwhip"": 125.21875, ""negotiation_proposals"": null}"
12,Factory,56,-1428.521875,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 44, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 56, ""last_order"": 52, ""current_week"": 12, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 48, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 12, ""lead_time"": 2}","{""cost"": 1144.0, ""bullwhip"": 125.21875, ""negotiation_proposals"": null}"
13,Retailer,64,-1556.894375,False,llm,Qwen/Qwen3-4B,,64,,8,"{""inventory"": 56, ""backlog"": 0, ""incoming_shipments"": 84, ""pipeline_inventory"": 84, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 13, ""lead_time"": 2}","{""inventory"": 84, ""backlog"": 0, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 13, ""lead_time"": 2}","{""cost"": 1252.0, ""bullwhip"": 128.94375, ""negotiation_proposals"": null}"
13,Wholesaler,56,-1556.894375,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 344, ""incoming_shipments"": 72, ""pipeline_inventory"": 72, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 13, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 376, ""incoming_shipments"": 92, ""pipeline_inventory"": 92, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 13, ""lead_time"": 2}","{""cost"": 1252.0, ""bullwhip"": 128.94375, ""negotiation_proposals"": null}"
13,Distributor,56,-1556.894375,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 152, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 13, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 156, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 13, ""lead_time"": 2}","{""cost"": 1252.0, ""bullwhip"": 128.94375, ""negotiation_proposals"": null}"
13,Factory,56,-1556.894375,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 48, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 13, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 52, ""incoming_shipments"": 108, ""pipeline_inventory"": 108, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 13, ""lead_time"": 2}","{""cost"": 1252.0, ""bullwhip"": 128.94375, ""negotiation_proposals"": null}"
14,Retailer,64,-1677.3900568181818,False,llm,Qwen/Qwen3-4B,,64,,8,"{""inventory"": 84, ""backlog"": 0, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 14, ""lead_time"": 2}","{""inventory"": 124, ""backlog"": 0, ""incoming_shipments"": 72, ""pipeline_inventory"": 72, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 14, ""lead_time"": 2}","{""cost"": 1356.0, ""bullwhip"": 133.9005681818182, ""negotiation_proposals"": null}"
14,Wholesaler,56,-1677.3900568181818,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 376, ""incoming_shipments"": 92, ""pipeline_inventory"": 92, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 14, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 400, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 14, ""lead_time"": 2}","{""cost"": 1356.0, ""bullwhip"": 133.9005681818182, ""negotiation_proposals"": null}"
14,Distributor,64,-1677.3900568181818,False,llm,Qwen/Qwen3-4B,,64,,8,"{""inventory"": 0, ""backlog"": 156, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 14, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 160, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 56, ""last_order"": 64, ""current_week"": 14, ""lead_time"": 2}","{""cost"": 1356.0, ""bullwhip"": 133.9005681818182, ""negotiation_proposals"": null}"
14,Factory,56,-1677.3900568181818,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 52, ""incoming_shipments"": 108, ""pipeline_inventory"": 108, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 14, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 56, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 14, ""lead_time"": 2}","{""cost"": 1356.0, ""bullwhip"": 133.9005681818182, ""negotiation_proposals"": null}"
15,Retailer,64,-1761.6302083333333,False,llm,Qwen/Qwen3-4B,,64,,8,"{""inventory"": 124, ""backlog"": 0, ""incoming_shipments"": 72, ""pipeline_inventory"": 72, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 15, ""lead_time"": 2}","{""inventory"": 148, ""backlog"": 0, ""incoming_shipments"": 92, ""pipeline_inventory"": 92, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 15, ""lead_time"": 2}","{""cost"": 1428.0, ""bullwhip"": 136.30208333333331, ""negotiation_proposals"": null}"
15,Wholesaler,56,-1761.6302083333333,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 400, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 15, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 412, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 15, ""lead_time"": 2}","{""cost"": 1428.0, ""bullwhip"": 136.30208333333331, ""negotiation_proposals"": null}"
15,Distributor,56,-1761.6302083333333,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 160, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 56, ""last_order"": 64, ""current_week"": 15, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 164, ""incoming_shipments"": 108, ""pipeline_inventory"": 108, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 15, ""lead_time"": 2}","{""cost"": 1428.0, ""bullwhip"": 136.30208333333331, ""negotiation_proposals"": null}"
15,Factory,56,-1761.6302083333333,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 56, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 15, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 64, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 15, ""lead_time"": 2}","{""cost"": 1428.0, ""bullwhip"": 136.30208333333331, ""negotiation_proposals"": null}"
16,Retailer,64,-1833.8334134615384,False,llm,Qwen/Qwen3-4B,,64,,8,"{""inventory"": 148, ""backlog"": 0, ""incoming_shipments"": 92, ""pipeline_inventory"": 92, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 16, ""lead_time"": 2}","{""inventory"": 180, ""backlog"": 0, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 16, ""lead_time"": 2}","{""cost"": 1492.0, ""bullwhip"": 138.3341346153846, ""negotiation_proposals"": null}"
16,Wholesaler,56,-1833.8334134615384,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 412, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 16, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 424, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 16, ""lead_time"": 2}","{""cost"": 1492.0, ""bullwhip"": 138.3341346153846, ""negotiation_proposals"": null}"
16,Distributor,56,-1833.8334134615384,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 164, ""incoming_shipments"": 108, ""pipeline_inventory"": 108, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 16, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 168, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 16, ""lead_time"": 2}","{""cost"": 1492.0, ""bullwhip"": 138.3341346153846, ""negotiation_proposals"": null}"
16,Factory,56,-1833.8334134615384,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 64, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 16, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 64, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 16, ""lead_time"": 2}","{""cost"": 1492.0, ""bullwhip"": 138.3341346153846, ""negotiation_proposals"": null}"
17,Retailer,64,-1908.0075892857142,False,llm,Qwen/Qwen3-4B,,64,,8,"{""inventory"": 180, ""backlog"": 0, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 17, ""lead_time"": 2}","{""inventory"": 224, ""backlog"": 0, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 17, ""lead_time"": 2}","{""cost"": 1560.0, ""bullwhip"": 140.07589285714286, ""negotiation_proposals"": null}"
17,Wholesaler,56,-1908.0075892857142,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 424, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 17, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 436, ""incoming_shipments"": 108, ""pipeline_inventory"": 108, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 17, ""lead_time"": 2}","{""cost"": 1560.0, ""bullwhip"": 140.07589285714286, ""negotiation_proposals"": null}"
17,Distributor,56,-1908.0075892857142,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 168, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 17, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 168, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 17, ""lead_time"": 2}","{""cost"": 1560.0, ""bullwhip"": 140.07589285714286, ""negotiation_proposals"": null}"
17,Factory,56,-1908.0075892857142,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 64, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 17, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 64, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 17, ""lead_time"": 2}","{""cost"": 1560.0, ""bullwhip"": 140.07589285714286, ""negotiation_proposals"": null}"
18,Retailer,64,-1982.1585416666667,False,llm,Qwen/Qwen3-4B,,64,,8,"{""inventory"": 224, ""backlog"": 0, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 18, ""lead_time"": 2}","{""inventory"": 268, ""backlog"": 0, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 18, ""lead_time"": 2}","{""cost"": 1628.0, ""bullwhip"": 141.58541666666667, ""negotiation_proposals"": null}"
18,Wholesaler,56,-1982.1585416666667,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 436, ""incoming_shipments"": 108, ""pipeline_inventory"": 108, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 18, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 448, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 18, ""lead_time"": 2}","{""cost"": 1628.0, ""bullwhip"": 141.58541666666667, ""negotiation_proposals"": null}"
18,Distributor,56,-1982.1585416666667,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 168, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 18, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 168, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 18, ""lead_time"": 2}","{""cost"": 1628.0, ""bullwhip"": 141.58541666666667, ""negotiation_proposals"": null}"
18,Factory,56,-1982.1585416666667,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 64, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 18, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 64, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 18, ""lead_time"": 2}","{""cost"": 1628.0, ""bullwhip"": 141.58541666666667, ""negotiation_proposals"": null}"
19,Retailer,64,-2046.290625,True,llm,Qwen/Qwen3-4B,,64,,8,"{""inventory"": 268, ""backlog"": 0, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 19, ""lead_time"": 2}","{""inventory"": 312, ""backlog"": 0, ""incoming_shipments"": 108, ""pipeline_inventory"": 108, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 19, ""lead_time"": 2}","{""cost"": 1688.0, ""bullwhip"": 142.90625, ""negotiation_proposals"": null}"
19,Wholesaler,56,-2046.290625,True,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 448, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 19, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 456, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 19, ""lead_time"": 2}","{""cost"": 1688.0, ""bullwhip"": 142.90625, ""negotiation_proposals"": null}"
19,Distributor,56,-2046.290625,True,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 168, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 19, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 168, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 19, ""lead_time"": 2}","{""cost"": 1688.0, ""bullwhip"": 142.90625, ""negotiation_proposals"": null}"
19,Factory,56,-2046.290625,True,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 64, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 19, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 64, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 19, ""lead_time"": 2}","{""cost"": 1688.0, ""bullwhip"": 142.90625, ""negotiation_proposals"": null}"
0,Retailer,0,-76.0,False,llm,Qwen/Qwen3-4B,,0,,0,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 0, ""lead_time"": 2}","{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 4, ""last_order"": 0, ""current_week"": 0, ""lead_time"": 2}","{""cost"": 76.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
0,Wholesaler,0,-76.0,False,llm,Qwen/Qwen3-4B,,0,,0,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 0, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 0, ""lead_time"": 2}","{""cost"": 76.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
